City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,tofol,5.3248,163.0078,27.88,83,75,9.26,FM,1702938336
281,benghazi,32.1167,20.0667,16.41,65,0,4.33,LY,1702938337
282,yanjiang,30.1211,104.6481,4.2,71,7,1.31,CN,1702938337
283,ust'-ilimsk,58.0006,102.6619,-36.42,100,15,0.89,RU,1702938337
284,pocone,-16.2567,-56.6228,35.33,26,56,1.44,BR,1702938084
285,kutum,14.2,24.6667,18.36,38,41,4.54,SD,1702938337
286,bamboo flat,11.7,92.7167,28.05,83,20,2.57,IN,1702938337
287,yaren,-0.5472,166.916,28.01,81,100,9.82,NR,1702938337
288,plakhtiyivka,46.1006,29.7217,8.01,61,99,3.96,UA,1702938338
289,berezovo,63.9381,65.0419,-13.21,93,100,5.54,RU,1702938338
290,lautoka,-17.6167,177.4667,29.92,74,40,5.66,FJ,1702938338
291,sao joao da barra,-21.6403,-41.0511,26.05,89,0,4.2,BR,1702938242
292,mount isa,-20.7333,139.5,30.87,51,1,6.17,AU,1702938238
293,rumphi,-11.0186,33.8575,21.82,75,27,2.32,MW,1702938125
294,jijiang,29.2906,106.2542,6.94,68,99,0.46,CN,1702938339
295,cambria,35.5641,-121.0808,17.41,98,100,5.05,US,1702938176
296,san patricio,28.017,-97.5169,25.05,36,42,3.3,US,1702938339
297,polyarnyy,69.1989,33.4478,-7.84,87,12,6.07,RU,1702938339
298,melekeok village,7.4957,134.6367,26.31,89,75,2.06,PW,1702938339
299,yongchuan,29.3514,105.8947,6.1,67,100,0.6,CN,1702938339
300,tartouss,34.889,35.8866,13.34,44,0,3.49,SY,1702938340
301,carutapera,-1.195,-46.02,27.13,79,63,3.24,BR,1702938340
302,kodiak,57.79,-152.4072,-1.27,74,75,2.06,US,1702938340
303,gebeit,21.0667,36.3167,18.17,70,98,2.52,SD,1702938340
304,aban,56.67,96.06,-32.48,100,11,1.42,RU,1702938340
305,el calafate,-50.3408,-72.2768,16.08,59,84,5.84,AR,1702938340
306,samarinda,-0.5,117.15,22.96,99,100,1.01,ID,1702938340
307,ujae,8.9322,165.7642,27.37,71,18,10.58,MH,1702938341
308,magnitogorsk,53.4186,59.0472,-5.54,79,75,7.0,RU,1702938125
309,maturin,9.75,-63.1767,27.37,69,19,3.65,VE,1702938341
310,angaur state,6.906,134.13,28.17,76,89,5.95,PW,1702938341
311,kamenka,51.3223,42.7678,0.65,98,100,5.52,RU,1702938341
312,greenville,35.6127,-77.3663,13.09,54,0,1.54,US,1702938078
313,ghanzi,-21.5667,21.7833,27.55,46,97,2.38,BW,1702938341
314,rawson,-43.3002,-65.1023,17.07,43,41,6.53,AR,1702938342
315,koungheul,13.9833,-14.8,25.61,14,95,6.48,SN,1702938342
316,palikir - national government center,6.9248,158.1611,29.41,66,75,7.72,FM,1702938254
317,tartu,58.3806,26.7251,3.14,100,100,4.12,EE,1702938342
318,sorong,-0.8833,131.25,27.67,80,48,4.55,ID,1702938342
319,huancavelica,-12.7667,-74.9833,9.72,66,100,0.8,PE,1702938342
320,tamanrasset,22.785,5.5228,5.95,31,0,2.06,DZ,1702938342
321,al jawf,29.5,38.75,11.79,51,2,3.55,SA,1702938343
322,fale old settlement,-9.3852,-171.2468,28.96,75,84,1.52,TK,1702938343
323,pontianak,-0.0333,109.3333,24.99,100,75,1.03,ID,1702938343
324,port isabel,26.0734,-97.2086,24.05,60,0,3.09,US,1702938343
325,nelson bay,-32.7167,152.15,27.28,90,90,0.89,AU,1702938343
326,fada,9.5667,8.3,22.06,24,54,2.26,NG,1702938344
327,tanguieta,10.6212,1.2665,24.15,17,10,2.12,BJ,1702938344
328,santo antonio do sudoeste,-26.0736,-53.7253,27.37,69,73,0.56,BR,1702938344
329,puerto lempira,15.2667,-83.7667,25.08,88,40,8.23,HN,1702938344
330,paita,-5.0892,-81.1144,23.26,79,95,7.81,PE,1702938344
331,shagonar,51.5333,92.8,-34.1,99,92,1.11,RU,1702938084
332,ouani,-12.1322,44.4258,27.41,75,76,1.97,KM,1702938344
333,kudahuvadhoo,2.6708,72.8944,28.04,76,30,2.2,MV,1702938344
334,parksville,49.3163,-124.3195,7.8,94,100,6.17,CA,1702938345
335,horta,38.5333,-28.6333,13.34,91,100,11.18,PT,1702938345
336,geraldton,-28.7667,114.6,27.23,29,0,6.69,AU,1702938345
337,midelt,32.6852,-4.7451,1.9,67,0,1.21,MA,1702938345
338,oyama,36.3,139.8,6.44,43,100,2.21,JP,1702938346
339,port blair,11.6667,92.75,28.02,83,20,2.57,IN,1702938346
340,federacion,-31.0062,-57.8996,21.44,94,100,3.45,AR,1702938346
341,la union,-5.4,-80.75,28.3,55,98,7.55,PE,1702938346
342,galliano,29.4422,-90.2992,21.0,30,0,3.6,US,1702938346
343,champerico,14.3,-91.9167,32.3,71,21,3.48,GT,1702938347
344,kununurra,-15.7667,128.7333,28.99,94,8,0.0,AU,1702938347
345,talcahuano,-36.7167,-73.1167,17.82,55,0,7.2,CL,1702938347
346,kresttsy,58.2452,32.5165,1.39,100,100,4.01,RU,1702938347
347,susuman,62.7833,148.1667,-35.22,100,95,0.4,RU,1702938347
348,villa gesell,-37.2639,-56.973,14.98,66,99,10.21,AR,1702938347
349,carlsbad,33.1581,-117.3506,25.73,47,0,2.57,US,1702938105
350,melfort,52.8667,-104.6177,-3.93,68,49,4.12,CA,1702938348
351,spas-demensk,54.4122,34.0226,1.06,100,100,3.64,RU,1702938348
352,arica,-18.475,-70.3042,24.75,78,0,6.17,CL,1702938348
353,quellon,-43.1167,-73.6167,13.24,60,0,5.94,CL,1702938348
354,fortuna,40.5982,-124.1573,17.19,94,100,8.75,US,1702938348
355,mil'kovo,55.6078,37.7956,2.46,100,100,4.91,RU,1702938348
356,lycksele,64.5954,18.6735,0.93,93,20,2.57,SE,1702938349
357,camana,-16.6228,-72.7111,21.8,83,97,2.47,PE,1702938349
358,sittwe,20.15,92.9,19.64,72,2,3.16,MM,1702938349
359,salinopolis,-0.6136,-47.3561,27.5,79,29,4.06,BR,1702938349
360,sal rei,16.1833,-22.9167,23.45,69,56,8.22,CV,1702938349
361,kudat,6.8837,116.8477,27.96,83,100,1.54,MY,1702938349
362,puerto plata,19.7934,-70.6884,27.91,89,75,3.09,DO,1702938349
363,manggar,-2.8833,108.2667,26.06,84,100,1.32,ID,1702938350
364,lamu,-2.2717,40.902,25.12,85,97,4.58,KE,1702938350
365,tual,-5.6667,132.75,28.52,77,72,7.0,ID,1702938350
366,la gi,10.6667,107.7833,23.66,86,100,2.36,VN,1702938350
367,kapa'a,22.0752,-159.319,25.99,75,20,9.26,US,1702938350
368,isangel,-19.55,169.2667,28.06,83,75,3.09,VU,1702938350
369,novyy urgal,51.0736,132.5642,-26.4,96,100,0.51,RU,1702938351
370,podgornoye,51.735,39.1496,2.12,93,100,6.0,RU,1702938351
371,sahy,48.0741,18.9495,1.66,87,17,0.92,SK,1702938351
372,sao jose da coroa grande,-8.8978,-35.1478,26.46,79,98,4.5,BR,1702938351
373,mount pearl,47.5166,-52.7813,4.92,89,75,6.17,CA,1702938351
374,igarka,67.4667,86.5833,-17.24,85,100,11.94,RU,1702938259
375,jiangyou,31.7667,104.7167,2.98,70,86,0.16,CN,1702938352
376,labuan,5.2767,115.2417,27.2,89,20,0.0,MY,1702938352
377,murud,18.3258,72.965,25.19,52,100,4.04,IN,1702938352
378,burang,30.25,81.1667,-13.76,65,0,2.33,CN,1702938352
379,xiangyang,32.0422,112.1448,0.4,49,75,0.44,CN,1702938352
380,port macquarie,-31.4333,152.9167,27.16,73,80,6.31,AU,1702938352
381,severo-yeniseyskiy,60.3725,93.0408,-32.46,100,11,1.34,RU,1702938352
382,buka,40.8108,69.1986,5.61,68,100,3.7,UZ,1702938353
383,punta arenas,-53.15,-70.9167,14.06,58,0,12.35,CL,1702938127
384,tolanaro,-25.0319,46.9987,24.04,88,40,2.06,MG,1702938353
385,alamogordo,32.8995,-105.9603,18.17,17,0,1.54,US,1702938353
386,ostersund,63.1792,14.6357,0.9,80,75,6.69,SE,1702938353
387,verkhnevilyuysk,63.4453,120.3167,-30.38,98,100,2.63,RU,1702938353
388,la passe,45.5549,-0.8967,3.13,81,7,0.64,FR,1702938353
389,northam,51.0333,-4.2167,12.99,98,100,8.29,GB,1702938354
390,morant bay,17.8815,-76.4093,28.79,86,90,3.01,JM,1702938354
391,garissa,-0.4536,39.6401,26.3,80,64,2.83,KE,1702938354
392,thunder bay,48.4001,-89.3168,-9.01,53,0,3.6,CA,1702938090
393,bilicenii vechi,47.6564,28.0472,6.48,78,100,4.1,MD,1702938354
394,labytnangi,66.6572,66.4183,-15.01,96,100,3.64,RU,1702938354
395,bechar,31.6167,-2.2167,7.18,53,20,2.06,DZ,1702938355
396,puerto cabezas,14.0351,-83.3888,26.98,74,75,6.17,NI,1702938126
397,beau vallon,-20.4189,57.6953,26.13,89,75,1.03,MU,1702938355
398,balaipungut,1.05,101.2833,23.11,99,100,0.64,ID,1702938355
399,beruniy,41.6911,60.7525,-5.02,80,100,3.09,UZ,1702938355
400,jala,21.0833,-104.4333,28.26,20,82,0.79,MX,1702938355
401,castillos,-34.1667,-53.8333,17.19,86,100,6.75,UY,1702938356
402,querqueville,49.6625,-1.6912,10.82,87,100,9.26,FR,1702938356
403,fuglafjordur,62.244,-6.814,4.26,71,66,7.7,FO,1702938356
404,kaa-khem,51.6833,94.7333,-37.55,92,23,1.42,RU,1702938356
405,hakui,36.8833,136.7833,3.71,81,100,1.11,JP,1702938356
406,gilmer,32.7287,-94.9424,17.98,25,0,3.6,US,1702938356
407,mount gambier,-37.8333,140.7667,14.12,59,57,5.0,AU,1702938174
408,banovce nad bebravou,48.7213,18.2575,1.15,94,62,0.66,SK,1702938357
409,bataipora,-22.2953,-53.2711,32.57,34,81,2.69,BR,1702938357
410,alofi,-19.0595,-169.9187,28.94,70,75,10.29,NU,1702938357
411,prince rupert,54.3161,-130.3201,5.83,94,100,3.09,CA,1702938357
412,port moresby,-9.4431,147.1797,28.68,74,20,2.06,PG,1702938357
413,kabo,7.6994,18.629,26.73,27,77,2.26,CF,1702938357
414,tosontsengel,48.7567,98.2839,-39.6,99,94,0.58,MN,1702938358
415,coahuayana de hidalgo,18.7,-103.6583,29.52,62,16,2.9,MX,1702938358
416,obama,35.4958,135.746,3.86,84,100,2.28,JP,1702938358
417,lukuledi,-10.5667,38.8,24.14,85,91,2.35,TZ,1702938358
418,selfoss,63.9331,-20.9971,-1.09,87,100,1.18,IS,1702938358
419,nadym,65.5333,72.5167,-14.98,92,99,8.99,RU,1702938358
420,ulladulla,-35.35,150.4667,24.57,71,100,3.38,AU,1702938359
421,tostado,-29.232,-61.7692,19.52,94,100,7.7,AR,1702938359
422,yanam,16.7333,82.2167,21.21,76,61,2.21,IN,1702938359
423,shelekhov,52.2139,104.1,-31.79,95,100,2.45,RU,1702938359
424,baotou,40.6522,109.8222,-21.31,86,10,3.32,CN,1702938359
425,diamantino,-14.4086,-56.4461,33.13,29,79,1.54,BR,1702938359
426,dishna,26.1247,32.476,16.82,44,35,1.05,EG,1702938359
427,nar'yan-mar,67.6713,53.087,-11.61,93,100,6.71,RU,1702938360
428,vernon,50.2581,-119.2691,5.16,81,100,1.34,CA,1702938311
429,karachi,24.9056,67.0822,18.9,30,78,3.09,PK,1702938187
430,ordynskoye,54.3656,81.8994,-18.93,83,89,3.73,RU,1702938360
431,thorne,53.6112,-0.9631,13.62,78,98,5.86,GB,1702938360
432,khurda,20.1833,85.6167,13.95,53,21,1.27,IN,1702938360
433,ubari,26.5921,12.7805,12.48,45,27,4.13,LY,1702938361
434,balkashino,52.5167,68.7667,-4.59,96,100,4.03,KZ,1702938361
435,kalyandurg,14.5452,77.1055,19.35,81,87,5.12,IN,1702938361
436,huinan,42.6225,126.2614,-16.41,81,100,1.16,CN,1702938361
437,nizhneudinsk,54.9076,99.0276,-28.66,99,88,1.13,RU,1702938361
438,carnarvon,-24.8667,113.6333,22.23,81,0,6.29,AU,1702938361
439,heroica guaymas,27.9333,-110.9,29.14,39,75,3.09,MX,1702938362
440,zavodskoy,43.4597,132.2922,-24.23,77,5,2.0,RU,1702938362
441,sydney mines,46.2367,-60.2177,12.92,87,100,10.8,CA,1702938362
442,menongue,-14.6585,17.691,18.47,94,100,1.7,AO,1702938362
443,falenki,58.3613,51.5946,-3.53,96,100,4.04,RU,1702938362
444,bereznik,62.8551,42.7072,-4.12,93,98,2.71,RU,1702938362
445,laibin,23.7,109.2667,5.14,77,100,4.7,CN,1702938363
446,neverkino,52.7854,46.7417,-2.74,94,98,4.67,RU,1702938363
447,vanino,49.0869,140.2543,-17.26,81,100,2.65,RU,1702938363
448,carrigaline,51.8117,-8.3986,11.86,100,100,2.57,IE,1702938363
449,lompoc,34.6391,-120.4579,19.23,80,100,4.12,US,1702938364
450,pingliang,35.5392,106.6861,-8.13,46,0,0.79,CN,1702938364
451,kone,-21.0595,164.8658,25.41,77,99,1.82,NC,1702938364
452,christchurch,-43.5333,172.6333,20.18,80,100,6.17,NZ,1702938126
453,ierapetra,35.01,25.7353,15.08,63,1,4.47,GR,1702938085
454,comilla,23.4578,91.2044,15.22,82,68,2.23,BD,1702938365
455,kavali,14.9167,79.9833,23.04,80,89,3.52,IN,1702938365
456,brisas de zicatela,15.8369,-97.0419,28.29,57,40,3.6,MX,1702938365
457,east london,-33.0153,27.9116,19.09,83,53,3.32,ZA,1702938366
458,myrina,39.8797,25.0742,6.58,81,0,0.0,GR,1702938366
459,ridgecrest,35.6225,-117.6709,20.36,21,75,5.36,US,1702938366
460,tocopilla,-22.092,-70.1979,20.45,72,22,2.21,CL,1702938366
461,angra do heroismo,38.65,-27.2167,16.18,87,75,1.34,PT,1702938367
462,paris,48.8534,2.3488,4.34,94,100,4.12,FR,1702937772
463,playas,-2.6333,-80.3833,25.73,79,87,6.58,EC,1702938367
464,paradip garh,20.3167,86.6167,18.0,54,13,3.78,IN,1702938368
465,praia da vitoria,38.7333,-27.0667,15.98,100,75,9.51,PT,1702938368
466,port augusta,-32.5,137.7667,18.23,66,91,12.36,AU,1702938368
467,luderitz,-26.6481,15.1594,18.33,64,55,8.0,NA,1702938369
468,sinop,41.7711,34.8709,3.83,73,83,2.9,TR,1702938369
469,guaruja,-23.9931,-46.2564,26.02,26,42,2.24,BR,1702938369
470,nantucket,41.2835,-70.0995,12.08,100,100,17.49,US,1702938370
471,amga,60.8953,131.9608,-43.57,100,100,0.85,RU,1702938370
472,guarapari,-20.6667,-40.4975,23.49,89,13,3.0,BR,1702938259
473,okondja,-0.6549,13.6753,23.48,87,100,1.17,GA,1702938371
474,borinskoye,52.4569,39.3713,1.87,100,100,4.9,RU,1702938371
475,yuzhno-kurilsk,44.0306,145.8556,-2.57,76,100,9.61,RU,1702938371
476,salinas,36.6777,-121.6555,19.32,83,100,7.2,US,1702938371
477,shijiang,27.0819,110.7933,0.75,88,100,0.83,CN,1702938372
478,antalaha,-14.9003,50.2788,24.53,79,100,1.49,MG,1702938373
479,san antonio,29.4241,-98.4936,23.06,34,75,3.09,US,1702938238
480,pithoro,25.5167,69.3833,17.03,30,59,3.97,PK,1702938373
481,san luis de la loma,17.2706,-100.8939,28.48,72,17,3.22,MX,1702938373
482,rovaniemi,66.5,25.7167,-2.33,93,100,3.6,FI,1702938374
483,urangan,-25.3,152.9,25.66,68,4,3.23,AU,1702938374
484,smedjebacken,60.1418,15.4142,3.21,98,100,5.03,SE,1702938375
485,veraval,20.9,70.3667,22.03,41,97,7.6,IN,1702938375
486,alvand,36.3187,49.1678,-2.23,83,20,1.12,IR,1702938375
487,olyokminsk,60.3736,120.4264,-30.48,95,100,2.18,RU,1702938375
488,eirunepe,-6.6603,-69.8736,27.07,88,65,0.97,BR,1702938376
489,vylkove,45.4021,29.586,6.43,69,77,3.58,UA,1702938376
490,kalmunai,7.4167,81.8167,25.74,85,99,3.46,LK,1702938376
491,junagarh,19.8667,82.9333,14.4,70,89,0.6,IN,1702938376
492,ar rutbah,33.0381,40.2848,5.84,47,14,3.38,IQ,1702938377
493,vitry-le-francois,48.7333,4.5833,2.23,88,52,2.96,FR,1702938377
494,arno,60.1167,18.6333,4.32,96,100,6.24,SE,1702938377
495,rimouski,48.4488,-68.524,15.1,75,100,15.39,CA,1702938050
496,riohacha,11.5444,-72.9072,29.06,84,0,4.12,CO,1702938088
497,forster,-32.1667,152.5167,29.65,73,94,3.33,AU,1702938378
498,sinnar,13.5691,33.5672,25.26,29,6,4.77,SD,1702938378
499,bikenibeu village,1.3673,173.1241,26.98,94,75,3.6,KI,1702938378
500,rudbar,30.15,62.6,12.26,28,34,2.27,AF,1702938379
501,skidaway island,31.9349,-81.0471,16.06,44,0,6.17,US,1702938379
502,villa del totoral,-30.8167,-63.7167,15.01,84,100,10.34,AR,1702938379
503,knyaze-volkonskoye,48.4642,135.4567,-29.81,97,94,2.24,RU,1702938379
504,ca mau,9.1769,105.15,24.46,86,100,2.3,VN,1702938380
505,tromso,69.6496,18.957,0.01,80,75,3.09,NO,1702938380
506,amos,48.5669,-78.1162,-4.09,87,100,7.7,CA,1702938132
507,kurmuk,10.55,34.2833,28.18,30,97,1.22,SD,1702938380
508,wuwei,37.9281,102.6414,-13.61,88,9,0.77,CN,1702938381
509,buala,-8.145,159.5921,27.7,68,98,1.62,SB,1702938381
510,homer,59.6425,-151.5483,-0.06,93,75,1.54,US,1702938382
511,kyabe,9.4515,18.9449,28.01,22,73,1.86,TD,1702938382
512,namibe,-15.1961,12.1522,23.11,79,89,1.78,AO,1702938382
513,clarence town,-32.5833,151.7833,27.21,52,97,1.26,AU,1702938382
514,howard springs,-12.497,131.047,29.95,96,80,3.48,AU,1702938383
515,berdigestyakh,62.0989,126.6992,-33.19,98,100,2.29,RU,1702938383
516,nchelenge,-9.3451,28.734,23.7,83,100,1.88,ZM,1702938383
517,myanaung,18.2833,95.3167,20.52,70,6,2.95,MM,1702938383
518,gadzhiyevo,69.2551,33.3362,-7.43,85,10,6.93,RU,1702938384
519,yugorsk,61.3133,63.3319,-11.17,94,100,4.43,RU,1702938384
520,malakal,9.5334,31.6605,27.75,28,49,0.54,SS,1702938384
521,nova xavantina,-14.6667,-52.35,32.27,28,43,1.35,BR,1702938384
522,kitimat,54.0524,-128.6534,1.21,99,100,1.71,CA,1702938364
523,soe,-9.8607,124.284,19.06,82,60,1.28,ID,1702938385
524,shingu,33.7333,135.9833,4.47,69,100,2.14,JP,1702938188
525,zhangjiakou,40.81,114.8794,-17.27,73,20,5.43,CN,1702938385
526,tanaina,61.6269,-149.4281,-2.34,82,100,4.12,US,1702938386
527,santa ana,33.7456,-117.8678,24.71,36,75,2.57,US,1702938334
528,al burayqah,30.4062,19.5739,16.54,65,0,5.11,LY,1702938386
529,lazaro cardenas,17.9583,-102.2,28.34,71,10,4.38,MX,1702938386
530,sao francisco,-15.9486,-44.8644,28.12,38,60,2.2,BR,1702938387
531,queenstown,-31.8976,26.8753,15.59,80,100,2.87,ZA,1702938362
532,lodja,-3.4833,23.4333,21.16,99,100,0.75,CD,1702938387
533,greymouth,-42.4667,171.2,16.71,58,19,2.25,NZ,1702938242
534,kuyeda,56.4311,55.5886,-4.94,97,100,3.88,RU,1702938387
535,chesterton,41.6106,-87.0642,-1.67,66,100,7.2,US,1702938388
536,hanceville,34.0607,-86.7675,11.42,43,0,6.52,US,1702938388
537,gornopravdinsk,60.05,69.9,-10.5,93,100,4.68,RU,1702938388
538,nishinoomote,30.7333,131.0,14.87,74,99,6.95,JP,1702938389
539,zarzis,33.504,11.1122,16.91,63,88,5.74,TN,1702938389
540,felipe carrillo puerto,19.5833,-88.05,25.3,50,0,2.02,MX,1702938375
541,nova kakhovka,46.7545,33.3486,5.97,87,100,2.7,UA,1702938390
542,valle de la pascua,9.2155,-66.0073,31.11,41,53,2.25,VE,1702938391
543,mikun',62.3547,50.0771,-3.53,95,100,3.25,RU,1702938391
544,krasnyy chikoy,50.3643,108.7512,-23.53,96,100,2.09,RU,1702938391
545,brookings,44.3114,-96.7984,-2.73,61,0,3.09,US,1702938205
546,benguela,-12.5763,13.4055,26.19,86,100,1.34,AO,1702938392
547,gualeguay,-33.1416,-59.3097,18.41,86,100,8.23,AR,1702938393
548,carsamba,41.1989,36.7219,9.83,76,75,1.03,TR,1702938393
549,dera bugti,29.0307,69.151,12.29,36,0,2.13,PK,1702938393
550,bubaque,11.2833,-15.8333,28.01,58,88,4.2,GW,1702938393
551,vorkuta,67.5,64.0,-17.05,85,95,5.26,RU,1702938394
552,mabaruma,8.2,-59.7833,25.01,89,67,1.95,GY,1702938394
553,umarkhed,19.6,77.7,16.08,42,100,3.01,IN,1702938394
554,tinogasta,-28.0632,-67.5649,24.41,50,68,4.27,AR,1702938394
555,baiyin,36.5583,104.2081,-10.06,57,0,2.25,CN,1702938394
556,yung shue wan,22.2333,114.1167,18.51,83,100,5.2,HK,1702938395
557,kovdor,67.5662,30.4758,-14.55,100,97,2.03,RU,1702938395
558,grand baie,-20.0182,57.5802,26.26,93,100,4.13,MU,1702938395
559,adiake,5.2863,-3.304,26.75,83,27,3.3,CI,1702938395
560,kembe,4.6228,21.8865,24.66,45,83,0.85,CF,1702938396
561,zhongshu,24.5167,103.7667,6.14,96,87,1.8,CN,1702938396
